trad,ss01,ss02,ss03,ss04,ss05,ss06,ss07
猡,,,,,,,
猢,,,,,胡,胡,
猥,,,,,,,
猩,,,,,,,
猪,,,,,,,
猫,,,,,,,
猬,,,,,,,
献,,,,,,献.er2,
猱,,,,,,,
猴,,,,,,,
猶,犹,犹,犹,犹,犹,犹,犹
猷,,,,,,,
猻,,狲,,狲,狲,狲,狲
猾,,,,,,,
猿,,,,,,𤝌,
獃,,呆,,呆,呆,呆,呆
獄,,狱,,狱,狱,狱,狱
獅,狮.kmt,狮,𤞏,𤞏,狮,狮,狮
獍,,,,,,,
獎,,奖,,奖,奖,奖,奖
獏,,,,,,,
獐,,,,,,,
獒,,,,,,,
獗,,,,,,㹟,
獠,,,,,,獠.er2,
獨,独,独,独,独,独,独,独
獪,狯,狯,,狯,狯,狯,狯
獫,,猃,,猃,猃,猃,猃
獬,,獬.gbk,,,獬.gbk,獬.gbk,獬.gbk
獭,,,,,,,
獮,,狝,,狝,狝,狝,狝
獯,,,,,,,
獰,,狞,,狞,狞,狞,狞
獲,,获,获,获,获,获,获
獵,,猎,猎,猎,猎,猎,猎
獷,,犷,,犷,犷,犷,犷
獸,,兽,兽,兽,兽,兽,兽
獺,,獭,,獭,獭,獭,獭
獻,,献,献,献,献,献.er2,献
獼,,猕,,猕,猕,猕,猕
獾,,,,,,獾.er2,
玀,,猡,,猡,猡,猡,猡
玄,,,,,,,
玆,,,,,,,
率,,,,,,率.er2,
玉,,,,,,,
王,,,,,,,
玎,,,,,,,
玏,,,,,,,
玑,,,,,,,
玖,,,,,,,
玙,,,,,,,
玚,,,,,,,
玛,,,,,,,
玟,,,,,,,
玢,,,,,,,
玥,,,,,,,
玨,,,,,,,
玩,,,,,,,
玫,,,,,,,
玮,,,,,,,
环,,,,,,,
现,,,,,,,
玱,,,,,,,
玲,,,,,,,
玳,,,,,,,
玷,,,,,,,
玺,,,,,,,
玻,,,,,,,
珀,,,,,,,
珂,,,,,,,
珈,,,,,,,
珊,,,,,,,
珍,,,,,,,
珐,,,,,,,
珑,,,,,,,
珙,,,,,,,
珞,,,,,,,
珠,,,,,,,
珥,,,,,,,
珧,,,,,,,
珩,,,,,,,
珪,,,,,,,
班,,,,,,,
珮,,,,,,,
珰,,,,,,,
珲,,,,,,,
現,,现,,现,现,现,现
球,,,,,,,
琅,,,,,,,
理,,,,,,,
琉,,,,,,,
琊,,,,,,,
琍,,,,,,,
琎,,,,,,,
琏,,,,,,,
琐,,,,,,,
琚,,,,,,,
琛,,,,,,,
琢,,,,,,,
琥,,,,,,,
琦,,,,,,,
琨,,,,,,,
琪,,,,,,琪.er2,
琬,,,,,,,
琮,,,,,,,
琯,,,,,,,
琰,,,,,,,
琳,,,,,,,
琴,,,,,,,
琵,,,,,,,
琶,,,,,,,
琺,,珐,,珐,珐,珐,珐
琼,,,,,,,
琿,,珲,,珲,珲,珲,珲
瑁,,,,,,,
瑋,,玮,,玮,玮,玮,玮
瑒,,玚,,玚,玚,玚,玚
瑕,,,,,,,
瑗,,,,,,,
瑙,,,,,,㐫,
瑚,,,,,,,
瑛,,,,,,,
瑜,,,,,,,
瑞,,,,,,,
瑟,,,,,,,
瑣,,琐,,琐,琐,琐,琐
瑤,,瑶,,瑶,瑶,瑶,瑶
瑩,,莹,,莹,莹,莹,莹
瑪,,玛,,玛,玛,玛,玛
瑭,,,,,,,
瑯,,,,,,,
瑰,,,,,,瑰.er2,
瑲,,玱,,玱,玱,玱,玱
瑶,,,,,,,
瑷,,,,,,,
瑾,,,,,,,
璀,,,,,,,
璁,,,,,,,
璃,,,,,玏,玏,
璇,,,,,,,
璉,,琏,,琏,琏,琏,琏
璋,,,,,,,
璎,,,,,,,
璐,,,,,,,
璘,,,,,,,
璜,,,,,,,
璞,,,,,,,
璟,,,,,,,
璡,,琎,,琎,琎,琎,琎
璣,,玑,,玑,玑,玑,玑
璦,,瑷,,瑷,瑷,瑷,瑷
璧,,,,,,,
璨,,,,,,,
璩,,,,,,,
璫,,珰,,珰,珰,珰,珰
環,环,环,环,环,环,环,环
璵,,玙,,玙,玙,玙,玙
璺,,,,,,,
璽,,玺,,玺,玺,玺,玺
璿,,,,,,,
瓊,,琼,琼,琼,琼,琼,琼
瓏,,珑,,珑,珑,珑,珑
瓒,,,,,,,
瓔,,璎,,璎,璎,璎,璎
瓖,,,,,,,
瓚,,瓒,,瓒,瓒,瓒,瓒
瓜,,,,,,,
瓞,,,,,,,
瓠,,,,,,,
瓢,,,,,,瓢.er2,
瓣,,,,,,瓣.er2,
瓤,,,,,,瓤.er2,
瓦,,,,,,,
瓩,,,,,,,
瓮,,,,,,,
瓯,,,,,,,
瓴,,,,,,,
瓶,,,,,,,
瓷,,,,,,,
瓿,,,,,,,
甄,,,,,,,
甌,,瓯,,瓯,瓯,瓯,瓯
甍,,,,,,,
甏,,,,,,,
甑,,,,,,,
甓,,,,,,,
甕,,瓮,,瓮,瓮,瓮,瓮
甘,,,,,,,
甚,甚.kmt,,,,,,
甜,,,,,,,
生,,,,,,,
產,,产,产,产,产,产,产
甥,,,,,,,
甦,,苏,,苏,苏,苏,苏
用,,,,,,,
甩,,,,,,,
甫,,,,,,,
甬,,,,,,,
甭,,,,,,,
甯,,,,,,,
田,,,,,,,
由,,,,,,,
甲,,,,,,,
申,,,,,,,
电,,,,,,,
男,,,,,,,
甸,,,,,,,
町,,,,,,,
画,,,,,,,
甽,,,,,,,
甾,,,,,,,
畀,,,,,,,
畄,,,,,,,
畅,,,,,,,
畈,,,,,,,
畋,,,,,,,
界,,,,,,,
畎,,,,,,,
畏,,,,,,,
畔,,,,,,,
留,畄.kmt,,畄,畄,畄,畄,
畚,,,,,,,
畛,,,,,,,
畜,,,,,,,
畝,,亩,,亩,亩,亩,亩
畢,,毕,毕,毕,毕,毕,毕
略,,,,,,,
畦,,,,,,,
番,,,,,,,
畫,画,画,画,画,画,画,画
異,异,异,异,异,异,异,异
畴,,,,,,,
當,当,当,当,当,当,当,当
畸,,,,,,,
畹,,,,,,,
畺,,,,,,,
畿,,,,,,,
疆,,,,,,畺,
疇,,畴,,畴,畴,畴,畴
疊,,迭,,叠,叠,叠,叠
疋,,,,,,,
疏,,,,,,,
疑,,,,,,疑.er2,
疒,,,,,,,
疔,,,,,,,
疖,,,,,,,
疗,,,,,,,
疙,,,,,,咯,
疚,,,,,,,
疝,,,,,,,
疟,,,,,,,
疠,,,,,,,
疡,,,,,,,
疢,,,,,,,
疣,,,,,,,
疤,,,,,,,
疥,,,,,,,
疦,,,,,,,
疩,,,,,,,
疫,,,,,,,
疭,,,,,,,
疮,,,,,,,
疯,,,,,,,
疰,,,,,,,
疱,,,,,,,
疲,,,,,,,
疳,,,,,,,
疴,,,,,,,
疵,,,,,,,
疸,,,,,,,
疹,,,,,,,
疼,,,,,,,
疽,,,,,,,
疾,,,,,,,
痂,,,,,,,
痄,,,,,,,
病,,,,,疒,疒,
症,,,,,,,
痈,,,,,,,
痉,,,,,,,
痊,,,,,,,
痍,,,,,,,
痒,,,,,,,
痔,,,,,,,
痕,,,,,,,
痘,,,,,,,
痙,,痉,,痉,痉,痉,痉
痛,,,,,,,
痞,,,,,,,
痠,,,,,,夋,
痢,,,,,,痢.er2,
痣,,,,,,,
痤,,,,,,,
痦,,,,,,,
痧,,,,,,,
痨,,,,,,,
痩,,,,,,,
痪,,,,,,,
痫,,,,,,,
痰,,,,,,,
痱,,,,,,,
痲,,,,,,,
痳,,,,,,,
痴,,,,,,,
痹,,,,,,,
痺,,,,,,,
痼,,,,,,,
痾,,疴,,疴,疴,疴,疴
痿,,,,,,委,
瘀,,,,,,,
瘁,,,,,疩,疩,
瘃,,,,,,,
瘅,,,,,,,
瘉,,,,,,,
瘊,,,,,,,
瘋,,疯,,疯,疯,疯,疯
瘌,,,,,,,
瘍,,疡,,疡,疡,疡,疡
瘐,,,,,,,
瘓,,痪,,痪,痪,痪,痪
瘕,,,,,,,
瘗,,,,,,,
瘘,,,,,,,
瘙,,,,,,,
瘛,,,,,,,
瘞,,瘗,,瘗,瘗,瘗,瘗
瘟,,瘟.gbk,,,瘟.gbk,𤵒,瘟.gbk
瘠,,,,,,,
瘡,,疮,,疮,疮,疮,疮
瘢,,,,,,瘢.er2,
瘤,,,,,瘤.er1,瘤.er1,
瘥,,,,,,,
瘦,,,,,,痩,
瘧,,疟,,疟,疟,疟,疟
瘩,,,,,,嗒,
瘪,,,,,,,
瘫,,,,,,瘫.er2,
瘭,,,,,,,
瘰,,,,,,,
瘲,,疭,,疭,疭,疭,疭
瘳,,,,,,,
瘴,,,,,,,
瘵,,,,,,,
瘸,,,,,,疦,
瘺,,瘘,,瘘,瘘,瘘,瘘
瘼,,,,,,,
瘾,,,,,,,
瘿,,,,,,,
療,,疗,,疗,疗,疗,疗
癃,,,,,,,
癆,,痨,痨,痨,痨,痨,痨
癇,,痫,,痫,痫,痫,痫
癉,,瘅,,瘅,瘅,瘅,瘅
癌,,,,,,,
癍,,,,,,斑,
癒,,愈,,愈,愈,愈,愈
癔,,,,,,𤴥,
癖,,,,,,,
癘,,疠,,疠,疠,疠,疠
癜,,,,,,,
癞,,,,,,,
癟,,瘪,,瘪,瘪,瘪,瘪
癡,,痴,,痴,痴,痴,痴
癢,痒,痒,痒,痒,痒,痒,痒
癣,,,,,㾌,㾌,
癤,,疖,,疖,疖,疖,疖
癥,,症,,症,症,症,症
癩,,癞,,癞,癞,癞,癞
癫,,,,,,颠.er1,
癬,,癣,,癣,㾌,㾌,癣
癭,,瘿,,瘿,瘿,瘿,瘿
癮,,瘾,,瘾,瘾,瘾,瘾
癰,,痈,,痈,痈,痈,痈
癱,瘫,瘫,,瘫,瘫,瘫.er2,瘫
癲,,癫,,癫,癫,颠.er1,癫
癸,,,,,,,
登,,,,,,,
發,发,发,発.sgp,発.sgp,发,发,发
白,,,,,,,
百,,,,,,,
皂,,,,,,,
皃,,,,,,,
的,,,,,,,
皆,,,,,,,
皇,,,,,,,
皈,,,,,,,
皋,,,,,,,
皎,,,,,,,
皑,,,,,,,
皓,,,,,,,
皖,,,,,,,
皙,,,,,,,
皚,,皑,,皑,皑,皑,皑
皤,,,,,,,
皮,,,,,,,
皰,,疱,,疱,疱,疱,疱
皱,,,,,,,
皲,,,,,,,
皴,,,,,,,
皸,,皲,,皲,皲,皲,皲
皺,皱,皱,,皱,皱,皱,皱
皿,,,,,,皿.er2,
盂,,,,,,盂.er2,
盃,,杯,,杯,杯,杯,杯
盅,,,,,,盅.er2,
盆,,,,,,盆.er2,
盈,,,,,,盈.er2,
益,,,,,,益.er2,
盍,,,,,,,
盎,,,,,,盎.er2,
盏,,,,,,盏.er2,
盐,,,,,,盐.er2,
监,,,,,,监.er2,
盒,,,,,合,合,
盔,,,,,,盔.er2,
盖,,,,,,盖.er2,
盗,,,,,,盗.er2,
盘,,,,,,盘.er2,
盛,,,,,,盛.er2,
盜,,盗,,盗,盗,盗.er2,盗
盞,,盏,盏,盏,盏,盏.er2,盏
盟,,,,,,盟.er2,
盡,尽,尽,尽,尽,尽,尽,尽
監,,监,监,监,监,监.er2,监
盤,,盘,,盘,盘,盘.er2,盘
盥,,,,,浂,浂,
盧,,卢,卢,卢,卢,卢,卢
盪,,荡,,荡,荡,荡,荡
目,,,,,,,
盯,,,,,丁,丁,
盱,,,,,,,
盲,,,,,,,
直,,,,,直.er1,直.er1,
相,,,,,,,
盹,,,,,,,
盼,,,,,,,
盾,,,,,,,
省,,,,,,,
眄,,,,,,,
眇,,,,,,,
眈,,,,,,,
眉,,,,,𠃜,𠃜,
看,,,,,,,
眙,,,,,,,
眚,,,,,,,
真,,,,,真.er1,真.er1,
眠,,,,,,,
眢,,,,,,,
眥,,眦,,眦,眦,眦,眦
眦,,,,,,,
眨,,,,,,,
眩,,,,,,,
眬,,,,,龙,龙,
眭,,,,,,,
眯,,,,,,,
眵,,,,,,,
眶,,,,,,匡,
眷,,,,,,,
眸,,,,,,,
眺,,,,,,,
眼,,,,,,,
眾,众,众,众,众,众,众,众
着,,,,,,,
睁,,,,,,,
睇,,,,,,,
睏,,困,,困,困,困,困
睐,,,,,,,
睑,,,,,,,
睚,,,,,,,
睛,,,,,睛.er1,睛.er1,
睜,,睁,,睁,睁,睁,睁
睞,,睐,,睐,睐,睐,睐
睡,,,,,,,
睢,,,,,,睢.er2,
督,,,,,,,
睥,,,,,,,
睦,,,,,,,
睨,,,,,,,
睪,,,,,,,
睫,,,,,,,
睬,,,,,,,
睹,,,,,,,
睽,,,,,,,
睾,,,,,,,
睿,,,,,,,
瞀,,,,,,,
瞄,,,,,,,
瞅,,,,,𥄨,𥄨,
瞆,,,,,,,
瞇,,,,,,,
瞋,,,,,,,
瞌,,,,,,瞌.er2,
瞍,,,,,,,
瞎,,,,,瞎.er1,瞎.er1,
瞑,,,,,,,
瞒,,,,,,,
瞜,,䁖,,䁖,䁖,䁖,䁖
瞞,,瞒,,瞒,瞒,瞒,瞒
瞟,,,,,,瞟.er2,
瞠,,,,,,,
瞢,,,,,,,
瞥,,,,,,,
瞧,,,,,,𥋊,
瞩,,,,,瞩.er1,瞩.er1,
瞪,,,,,,,
瞬,,,,,,,
瞭,,了,了,了,了,了,了
瞰,,瞰.gbk,,,瞰.gbk,瞰.er2,瞰.gbk
瞳,,,,,,,
瞵,,,,,,,
瞶,,瞆,,瞆,瞆,瞆,瞆
瞻,,,,,,,
瞼,,睑,,睑,睑,睑,睑
瞽,,,,,,,
瞿,,,,,,瞿.er2,
矇,,蒙,,蒙,蒙.er1,蒙.er1,蒙
矍,,,,,,,
矓,,眬,,眬,龙,龙,眬
矗,,,,,矗.er1,矗.er1,
矚,,瞩,,瞩,瞩.er1,瞩.er1,瞩
矛,,,,,,,
矜,,,,,,,
矢,,,,,,,
矣,,,,,,,
知,,,,,,,
矧,,,,,,,
矩,,,,,,,
矫,,,,,,,
矬,,,,,,,
短,,,,,短.er1,短.er1,
矮,,,,,,仦,
矯,矫,矫,矫,矫,矫,矫,矫
石,,,,,,,
矶,,,,,,,
矸,,,,,,,
矽,,硅,,硅,硅,硅,硅
矾,,,,,,,
矿,,,,,,,
砀,,,,,,,
码,,,,,,,
砂,,,,,,沙,
砉,,,,,,,
砌,,,,,,,
砍,,,,,,,
砑,,,,,,,
砒,,,,,,,
研,,,,,,,
砕,,,,,,,
砖,,,,,,,
砗,,,,,,,
砚,,,,,,,
砝,,,,,,,
砟,,,,,,,
砠,,,,,,,
砣,,,,,,,
砥,,,,,,,
砦,,,,,,,
砧,,,,,,,
砩,,,,,,,
砬,,,,,,,
砭,,,,,,,
砰,,,,,,,
砱,,,,,,,
砲,,,,,,,
破,,,,,,,
砷,,,,,,,
砸,,,,,,,
砺,,,,,,,
砻,,,,,,,
砾,,,,,,劯,
础,,,,,,,
硁,,,,,,,
硃,,朱,,朱,朱,朱,朱
硅,,,,,,,
硌,,,,,,,
硎,,,,,,,
硐,,,,,,,
硒,,,,,,,
硕,,,,,,,
硖,,,,,,,
硗,,,,,,,
硙,,,,,,,
硚,,,,,,,
硜,,硁,,硁,硁,硁,硁
硝,,,,,,,
硤,,硖,,硖,硖,硖,硖
硨,,砗,,砗,砗,砗,砗
硪,,,,,,,
硫,,,,,,,
硬,,,,,,,
硭,,,,,,,
确,,,,,,确.er2,
硯,,砚,,砚,砚,砚,砚
硼,,,,,,,
硿,,,,,,,
碇,,,,,,,
碉,,,,,,刁,
碌,,,,,,,
碍,,,,,,,
碎,,,,,砕,砕,
碑,,,,,,,
碓,,,,,,碓.er2,
碕,,埼,,埼,埼,埼,埼
碗,,,,,,,
碘,,,,,,,
碚,,,,,,,
碛,,,,,,,
碜,,,,,,,
碟,,,,,,,
碡,,,,,,,
碣,,,,,,,
碥,,,,,,,
碧,,,,,,,
碩,,硕,,硕,硕,硕,硕
碭,,砀,,砀,砀,砀,砀
碯,,,,,,㐫,
碰,,,,,,,
碱,,,,,,,
碲,,,,,,,
碳,,,,,,,
碴,,,,,,,
確,,确,确,确,确,确.er2,确
碼,,码,,码,码,码,码
碾,,,,,碾.er1,碾.er1,
磁,,,,,,,
磅,,,,,,磅.er2,
磉,,,,,,,
磊,,,,,磊.er1,磊.er1,
磋,,,,,,,
磐,,,,,,磐.er2,
磑,,硙,,硙,硙,硙,硙
磔,,,,,,,
磕,,,,,,磕.er2,
磙,,,,,,衮.er2,
磚,,砖,砖,砖,砖,砖,砖
磣,,碜,,碜,碜,碜,碜
磧,,碛,,碛,碛,碛,碛
磨,,,,,,磨.er2,
磬,,,,,,,
磯,,矶,,矶,矶,矶,矶
磲,,,,,,,
磴,,,,,,,
磷,,,,,砱,砱,
磺,,,,,,,
磽,,硗,,硗,硗,硗,硗
礁,,,,,,礁.er2,
礄,,硚,,硚,硚,硚,硚
礅,,,,,,敦,
礎,,础,,础,础,础,础
礓,,,,,,,
礙,碍,碍,碍,碍,碍,碍,碍
礞,,,,,,,
礡,,,,,,薄.er2,
礤,,,,,,,
礦,卝.kmt,矿,,矿,矿,矿,矿
礪,,砺,,砺,砺,砺,砺
礫,,砾,,砾,砾,劯,砾
礬,,矾,,矾,矾,矾,矾
礱,,砻,,砻,砻,砻,砻
示,,,,,,,
礼,,,,,,,
社,,,,,,,
祀,,,,,,,
祁,,,,,,,
祃,,,,,,,
祅,,袄,,袄,袄,袄,袄
祆,,,,,,,
祇,,,,,,,
祈,,,,,,,
祉,,,,,,,
祎,,,,,,,
祐,,,,,,,
祓,,,,,,,
祕,,,,,,,
祖,,,,,,,
祗,,,,,,,
祘,,,,,,,
祚,,,,,,,
祛,,,,,,,
祜,,,,,,,
祝,,,,,,,
神,,,,,,,
祟,,,,,,,
祠,,,,,,,
祢,,,,,,,
祥,,,,,,,
祧,,,,,,,
票,,,,,,票.er2,
祭,,,,,,𥙊,
祯,,,,,,,
祷,,,,,,,
祸,,,,,,,
祺,,,,,,祺.er2,
祼,,,,,,,
祿,,禄,,禄,禄,禄,禄
禀,,,,,,,
禁,,,,,,,
禄,,,,,,,
禅,,,,,,,
禊,,,,,,,
禍,,祸,祸,祸,祸,祸,祸
禎,,祯,,祯,祯,祯,祯
福,,,,,,,
禕,,祎,,祎,祎,祎,祎
禚,,,,,,,
禡,,祃,,祃,祃,祃,祃
禦,,御,,御,御,御,御
禧,,,,,,禧.er2,
禪,,禅,,禅,禅,禅,禅
禮,礼,礼,礼,礼,礼,礼,礼
禰,,祢,,祢,祢,祢,祢
禱,祷.kmt,祷,祷,祷,祷,祷,祷
禳,,,,,,,
禹,,,,,,,
禺,,,,,,,
离,,,,,,,
禽,,,,,,,
禾,,,,,,,
禿,,秃,,秃,秃,秃,秃
秀,,,,,,,
私,,,,,厶,厶,
秃,,,,,,,
秆,,,,,杆,杆,
秈,,籼,,籼,籼,籼,籼
秉,,,,,,,
秋,,,,,,,
种,,,,,,,
科,,,,,,,
秒,,,,,,,
秕,,,,,,,
秘,,,,,,,
租,,,,,,,
秣,,,,,,,
秤,,,,,,,
秦,,,,,,,
秧,,,,,,,
秩,,,,,,,
秫,,,,,,,
秭,,,,,,,
积,,,,,,,
称,,,,,,,
秸,,,,,,,
移,,,,,,,
秽,,,,,,,
秾,,,,,,,
稀,,,,,希,希,
稂,,,,,,,
稃,,,,,,,
稅,,税,,税,税,税,税
稆,,,,,,,
稈,,秆,,秆,杆,杆,秆
程,,,,,,,
稍,,,,,,,
税,,,,,,,
稔,,,,,,,
稗,,,,,,,
稚,,,,,,稚.er2,
稜,,棱,,棱,棱,棱,棱
稞,,,,,,,
稟,,禀,,禀,禀,禀,禀
稠,,,,,,,
稣,,,,,,,
稨,,,,,扁,扁,
種,,种,种,种,种,种,种
稱,称,称,称,称,称,称,称
稳,,,,,𮂹,𮂹,
稷,,,,,,,
稹,,,,,,,
稻,,,,,稻.er1,稻.er1,
稼,,,,,,稼.er2,
稽,,,,,,𬓠,
稿,,,,,,稿.er2,
穀,,谷,,谷,谷,谷,谷
穆,,,,,,,
穇,,䅟,,䅟,䅟,䅟,䅟
穋,,,,,,,
穌,,稣,,稣,稣,稣,稣
積,,积,积,积,积,积,积
穎,,颖,,颖,颖,颖,颖
穑,,,,,,,
穗,,,,,,𬜨,
穠,,秾,,秾,秾,秾,秾
穡,,穑,,穑,穑,穑,穑
穢,,秽,,秽,秽,秽,秽
穩,,稳,稳,稳,𮂹,𮂹,稳
穫,,获,获,获,获,获,获
穭,,稆,,稆,稆,稆,稆
穰,,,,,,,
穴,,,,,,,
究,,,,,,,
穷,,,,,,,
穸,,,,,,,
穹,,,,,,,
空,,,,,,,
穿,,,,,,,
窀,,,,,,,
突,,,,,,,
窃,,,,,,,
窄,,,,,,,
窆,,,,,,,
窈,,,,,,,
窍,,,,,,,
窎,,,,,,,
窑,,,,,,,
窒,,,,,,,
窕,,,,,,,
窖,,,,,,,
窗,,,囱,囱,,,
窘,,,,,,,
窜,,,,,,,
窝,,,,,,呙,
窟,,,,,,,
窠,,,,,,,
窥,,,,,,,
窦,,,,,,,
窨,,,,,,,
窩,,窝,,窝,窝,呙,窝
窪,,洼,,洼,洼,洼,洼
窬,,,,,,,
窭,,,,,,,
窮,穷,穷,穷,穷,穷,穷,穷
窯,,窑,,窑,窑,窑,窑
窳,,,,,,,
窵,,窎,,窎,窎,窎,窎
窶,,窭,,窭,窭,窭,窭
窺,,窥,,窥,窥,窥,窥
窿,,,,,,,
竄,,窜,,窜,窜,窜,窜
竅,,窍,,窍,窍,窍,窍
竇,,窦,,窦,窦,窦,窦
竈,灶,灶,灶,灶,灶,灶,灶
竊,窃,窃,窃,窃,窃,窃,窃
立,,,,,,,
竖,,,,,,,
站,,,,,,,
竞,,,,,,,
竟,,,,,,,
章,,,,,,,
竣,,,,,,,
童,,,,,,仝,
竦,,,,,,,
竭,,,,,,,
端,,,,,,,
競,,竞,,竞,竞,竞,竞
竹,,,,,,,
竺,,,,,,,
竻,,,,,,,
竽,,,,,,,
竿,,,,,杆,杆,
笃,,,,,,,
笄,,,,,,,
笆,,,,,巴,巴,
笈,,,,,,,
笊,,,,,,,
笋,,,,,,,
笏,,,,,,,
笑,,,,,,,
笔,,,,,,,
笕,,,,,,,
笙,,,,,,,
笛,,,,,,,
笞,,,,,,,
笠,,,,,,,
笤,,,,,,,
笥,,,,,,,
符,,,,,,,
笨,,,,,,,
笪,,,,,,,
笫,,,,,,,
第,,,,,,弟.er2,
笮,,,,,,,
笱,,,,,,,
笳,,,,,,,
笸,,,,,,,
笺,,,,,,,
笼,,,,,,,
笾,,,,,,,
筅,,,,,,,
筆,,笔,笔,笔,笔,笔,笔
筇,,,,,,,
等,,,,,,等.er2,
筋,,,,,,,
筌,,,,,,,
筍,,笋,,笋,笋,笋,笋
筏,,,,,,伐,
筐,,,,,,匡,
筑,,,,,,,
筒,,,,,,,
答,荅.kmt,,荅,荅.kmt,荅,荅,
策,,,,,,,
筘,,,,,,,
筚,,,,,,,
筛,,,,,,,
筜,,,,,,,
筝,,,,,,,
筠,,,,,,,
筧,,笕,,笕,笕,笕,笕
筮,,,,,,,
筱,,,,,,,
筲,,,,,,,
筴,,䇲,,䇲,䇲,䇲,䇲
筵,,,,,,筵.er2,
筷,,,,,,,
筹,,,,,,,
筼,,,,,,,
签,,,,,,佥,
简,,,,,,,
箄,,,,,,,
箅,,,,,,,
箇,,个,,个,个,个,个
箋,,笺,笺,笺,笺,笺,笺
箍,,,,,,,
箏,,筝,,筝,筝,筝,筝
箐,,,,,,,
箓,,,,,,,
箔,,,,,,,
箕,,,,,,箕.er2,
算,祘,,祘,祘,祘,祘,
箜,,,,,,,
箝,,,,,,,
箠,,,,,,,
管,,,,,,,
箦,,,,,,,
箧,,,,,,,
箨,,,,,,,
箩,,,,,,,
箪,,,,,,,
箫,,,,,,,
箬,,,,,,,
箭,,,,,,,
箱,,,,,,,
箴,,,,,,,
箸,,,,,,,
節,,节,节,节,节,节,节
篁,,,,,,,
範,,范,,范,范,范,范
篆,,,,,,,
篇,,,,,,,
築,,筑,筑,筑,筑,筑,筑
篋,,箧,,箧,箧,箧,箧
篌,,,,,,,
篑,,,,,,,
篓,,,,,,,
篔,,筼,,筼,筼,筼,筼
篙,,,,,,篙.er2,
篚,,,,,,,
篛,,,,,,,
篝,,,,,,,
篠,,,,,,,
篡,,,,,,篡.er2,
篤,,笃,,笃,笃,笃,笃
篥,,,,,,,
篦,,,,,芘,芘,
篩,筛.kmt,筛,,筛,筛,筛,筛
篪,,,,,,,
篮,,,,,兰,兰,
篱,,,,,,竻,
篳,,筚,,筚,筚,筚,筚
篷,,,,,,,
篾,,,,,,蔑.er2,
簀,,箦,,箦,箦,箦,箦
簇,,,,,,,
簋,,,,,,,
簌,,,,,,,
簍,,篓,,篓,篓,篓,篓
簏,,,,,,,
簑,,蓑,,蓑,蓑,蓑,蓑
簖,,,,,,,
簘,,,,,,,
簞,,箪,,箪,箪,箪,箪
簟,,,,,,,
簡,简,简,简,简,简,𫈉,简
簣,,篑,,篑,篑,篑,篑
簦,,,,,,,
簧,,,,,,,
簪,,,,,,,
簫,簘,箫,簘,簘,箫,箫,箫
簷,,,,,,,
簸,,,,,,波,
簹,,筜,,筜,筜,筜,筜
簽,,签,签,签,签,佥,签
簾,,帘,,帘,帘,帘,帘
簿,,,,,,簿.er2,
籀,,,,,,,
籁,,,,,,,
籃,,篮,篮.sgp,篮.sgp,兰,兰,篮
籌,筹.kmt,筹,筹,筹,筹,筹,筹
籍,,,,,笈,笈,
籐,,,,,,,
籙,,箓,,箓,箓,箓,箓
籜,,箨,,箨,箨,箨,箨
籟,,籁,,籁,籁,籁,籁
籠,,笼,,笼,笼,笼,笼
籣,,,,,,,
籤,,签,,签,签,签,签
籥,,,,,,,
籩,,笾,,笾,笾,笾,笾
籪,,簖,,簖,簖,簖,簖
籬,,篱,,篱,篱,竻,篱
籮,逻,箩,,箩,箩,箩,箩
籲,,吁,吁,吁,吁,吁,吁
米,,,,,,,
籴,,,,,,,
类,,,,,,,
籼,,,,,,,
籽,,,,,子,子,
粇,,,,,,,
粉,,,,,,,
粋,,,,,,,
粑,,,,,巴,巴,
粒,,,,,,,
粕,,,,,,,
粗,,,,,,,
粘,,,,,,,
粛,,,,,,,
粜,,,,,,,
粝,,,,,,,
粞,,,,,,,
粟,,,,,,,
粢,,,,,,,
粤,,,,,,粤.er2,
粥,,,,,,,
粪,,,,,,,
粮,,,,,,,
粱,,,,,,,
粲,,,,,,,
粳,,,,,,,
粵,,粤,,粤,粤,粤.er2,粤
粹,,,,,粋,粋,
粼,,,,,,,
粽,,,,,,,
精,,,,,精.er1,精.er1,
糁,,,,,,,
糅,,,,,,,
糇,,,,,,,
糈,,,,,,,
糊,,,,,胡,胡,
糌,,,,,,,
糎,,,,,,,
糕,,,,,,糕.er2,
糖,,,,,糖.er1,糖.er1,
糗,,,,,,,
糙,,,,,,,
糜,,,,,,,
糝,,糁,,糁,糁,糁,糁
糞,,粪,粪,粪,粪,粪,粪
糟,,,,,,𮇘,
糠,,,,,粇,粇,
糢,,,,,,,
糧,粮,粮,粮,粮,粮,粮,粮
糨,,,,,,,
糯,,,,,,糯.er2,
糰,,团,,团,团,团,团
糲,,粝,,粝,粝,粝,粝
糴,籴,籴,,籴,籴,籴,籴
糶,粜,粜,,粜,粜,粜,粜
糸,,纟,,纟,纟,纟,纟
系,,,,,,,
糾,,纠,,纠,纠,纠,纠
紀,,纪,,纪,纪,纪,纪
紂,,纣,,纣,纣,纣,纣
約,,约,,约,约,约,约
紅,,红,,红,红,红,红
紆,,纡,,纡,纡,纡,纡
紇,,纥,,纥,纥,咯,纥
紈,,纨,,纨,纨,纨,纨
紉,,纫,,纫,纫,纫,纫
紊,,,,,,,
紋,,纹,,纹,纹,纹,纹
納,,纳,,纳,纳,纳,纳
